transaction_id,customer_id,transaction_time,transaction_made_at,approved_by
3094464783,45089,8-6-22 9:10,"Spinka, Kuhic and Waters",89249
869600222,26705,3-8-22 14:31,Kuvalis-Leuschke,29838
4106620515,45773,10-13-22 0:33,"Rodriguez, Streich and Jast",47089
3652064482,35784,2-3-23 8:01,"Williamson, Reichel and Langworth",70590
2251368477,30268,6-30-22 21:25,"Auer, Hintz and McKenzie",66191
5851282315,15795,11-17-22 7:23,Rutherford-Farrell,94563
856578353,49754,6-24-22 16:24,"Hagenes, Swift and Rice",3237
7688233857,43048,9-26-22 21:52,"Goodwin, Kerluke and Schinner",53249
8389550067,32944,9-7-22 8:52,Little-West,44475
7963667777,20722,12-23-22 12:45,Gutkowski-Schuster,12325
1129865679,81438,2-22-23 15:44,"Bailey, Stiedemann and Ortiz",10251
8690018601,54266,1-22-23 9:22,"Keeling, Schmeler and Raynor",55661
1075660784,33192,9-23-22 9:26,Lueilwitz Group,97481
1107471026,97267,12-26-22 21:50,Gleichner LLC,16089
726486057,90222,11-14-22 20:47,Braun-Shanahan,46373
9808963607,58989,4-26-22 4:42,Larkin-Hudson,73401
1841509227,62065,1-29-23 16:41,Collins Group,70778
3397048327,13916,9-3-22 20:07,Dietrich-Pfeffer,52650
4969857701,83445,1-5-23 0:29,"Pollich, Boyle and Dicki",4681
4384773558,45982,8-9-22 9:09,"Langworth, Hagenes and Dickens",964
814211612,84575,6-3-22 8:59,Pfannerstill-Lindgren,50043
8492039327,82744,6-16-22 5:09,Simonis-Deckow,64201
7705885441,71604,1-7-23 23:05,"Prosacco, Kulas and McLaughlin",370
1756686791,10130,4-21-22 18:14,Hettinger LLC,4274
6686170709,48057,6-27-22 1:08,"Kutch, Larson and Schroeder",75390
5808601584,43026,8-15-22 14:22,Dach and Sons,28385
2878882672,29493,5-22-22 1:42,Kihn-Runte,84444
2205144725,58734,9-15-22 14:36,Tillman LLC,84295
5322465736,63869,2-4-23 11:24,"Carter, Orn and Turner",18403
1779940040,15583,8-6-22 6:08,Runolfsson-Brekke,80557
1233934903,80949,9-2-22 12:35,Stanton-Huels,23716
4745953662,85943,1-20-23 14:18,Goldner-Berge,79446
4164368918,55671,2-3-23 7:26,"Wuckert, Spinka and Beatty",5602
34128676,41031,7-7-22 10:51,"Nicolas, Goldner and Borer",28201
4477928662,39728,10-8-22 8:04,Goyette LLC,34429
1498375452,68205,12-11-22 23:19,"King, Bahringer and Baumbach",70761
6910430494,10917,4-20-22 1:26,"Romaguera, Koch and Nienow",89863
4898994873,14328,5-7-22 4:06,"Schulist, Baumbach and Wiegand",61551
4222974282,43466,4-18-22 22:29,Reichert-Huels,6729
4341029744,21345,9-3-22 3:31,"Little, Daugherty and Hirthe",72889
367122290,8870,4-22-22 3:24,Little-Borer,99287
9128014618,86642,3-11-22 15:26,Labadie and Sons,99841
1882051327,8636,1-25-23 15:53,Kub Group,62930
7865420322,16233,10-20-22 5:28,"Douglas, Robel and Becker",23808
3795520,72534,9-22-22 3:22,"Douglas, Conroy and Conn",2351
7099655050,27824,2-12-23 13:38,Jerde-Swift,11407
4619801688,34206,1-28-23 12:33,Shields and Sons,77915
9072939905,51506,6-14-22 17:06,"Pouros, Konopelski and Kuvalis",82047
435761387,76207,9-12-22 4:56,Bradtke-Hills,9735
658936291,88977,3-14-22 4:04,"Funk, Daniel and Wiza",1660
5245334709,78401,9-5-22 4:44,Abernathy LLC,48085
7047914,96425,7-9-22 7:09,Haag Group,27905
1164648714,16595,5-9-22 6:51,Johnson Group,40740
6599738857,43399,10-17-22 8:44,"Lemke, Armstrong and Franecki",2162
6711571991,70858,12-28-22 5:59,Von Group,29430
4169684543,21096,9-21-22 6:33,"Batz, Barrows and Bartoletti",84799
3402544854,47822,1-20-23 7:27,"Stehr, Jacobs and Hermiston",43457
6066063645,11345,4-4-22 13:49,Ebert and Sons,34818
5043552726,42108,7-6-22 2:45,Christiansen-Hudson,27530
1214827263,78620,11-4-22 11:59,Dickinson Group,88839
2947783812,72882,3-28-22 18:44,"Steuber, Rice and Konopelski",47840
3677739143,32763,1-27-23 0:01,"Douglas, McKenzie and Feil",63295
2900103976,15654,3-9-22 20:42,"Glover, Hayes and Thompson",25689
5582382384,92170,12-25-22 15:02,Romaguera-Littel,70590
8064746945,19648,5-11-22 2:24,Morar-Nitzsche,83277
2346683574,73128,12-20-22 21:02,Crona Group,17175
9964246384,51392,6-11-22 16:56,Torphy-Kutch,67675
8805144687,52610,9-9-22 19:54,Bayer and Sons,54017
9758442285,80370,9-22-22 17:01,Hauck-Casper,50043
3167705259,66189,11-5-22 3:40,"Funk, Grimes and Gusikowski",90374
7129349806,17028,9-5-22 9:07,Jacobs LLC,26580
6428161610,81203,2-20-23 18:53,"Prosacco, Quitzon and Klein",11407
8840530092,42607,4-12-22 20:41,Trantow-Jones,50627
9253267425,73429,1-19-23 12:04,"O'Keefe, Wiegand and Beier",98641
2312420187,27858,12-26-22 16:53,Hickle-Zieme,89249
4781008136,329,11-19-22 11:12,"O'Conner, Schaefer and Nicolas",55562
4684795271,22366,12-8-22 18:34,Will-Krajcik,64201
1952403433,5187,8-28-22 6:13,Hessel LLC,26948
9051929139,47254,2-14-23 4:30,Yundt Inc,75390
115439467,20258,10-15-22 23:30,Herzog-Hintz,49492
4386622895,43213,6-19-22 19:28,Bahringer-Stroman,81762
9215855917,65024,9-23-22 17:31,"Kshlerin, Powlowski and Gottlieb",35625
9943391509,92068,12-27-22 18:35,Wunsch Inc,80557
5138465312,39715,6-18-22 13:26,"Rutherford, Lakin and Moen",99571
3059858520,43880,10-27-22 19:04,"Gleichner, Terry and Satterfield",29838
7864997845,3183,8-1-22 15:48,"Deckow, Weissnat and Dietrich",3887
9260796633,4023,12-11-22 8:27,"Greenholt, Johnston and Reichel",23716
8387412241,87240,3-6-22 22:43,Beier Inc,22292
9950352815,87121,12-14-22 22:08,McLaughlin-Cruickshank,90886
5569811324,88500,4-20-22 18:23,Jakubowski and Sons,73935
3997926813,99959,5-30-22 12:45,"Glover, Reinger and Tromp",33748
6917725131,9679,10-13-22 11:45,Gleason-Deckow,11019
2760998975,14071,7-15-22 5:00,Rosenbaum and Sons,59428
6382593921,24348,8-24-22 19:09,Lesch LLC,65602
1757148454,17932,9-1-22 12:43,"Mertz, Von and Prohaska",70778
2040490103,23448,2-20-23 7:55,"Gleason, Wuckert and Fay",84799
7372932914,57032,6-4-22 18:23,Zieme Inc,84444
804773478,29600,1-16-23 15:06,"Schoen, Stehr and Hamill",46373
23420500,12883,3-12-22 9:53,Lowe and Sons,16069
128372902,77244,1-9-23 4:47,Beahan-Cartwright,47840
675218778,76176,6-30-22 18:50,Crist LLC,48215
4945143395,58395,6-22-22 4:14,"Wisoky, Weber and Lindgren",7081
5569027489,993,2-25-23 3:14,Ledner Inc,52202
6412349674,84822,8-6-22 20:09,Jacobi Group,40740
2563233089,24981,9-1-22 10:18,"Schmeler, Fisher and Carroll",85575
6580646184,67113,8-27-22 14:48,Spencer Inc,1660
93394535,59922,9-14-22 8:47,"Haley, Kunze and Sipes",18325
7601441675,87712,1-26-23 7:16,"Keeling, Lemke and Wintheiser",59144
8560169844,3958,9-6-22 4:55,Moen and Sons,96820
4056983036,97266,1-3-23 16:36,"Reilly, Larkin and Emmerich",29379
6385920856,16169,8-28-22 12:03,Hoeger Inc,74881
8510181166,49385,11-25-22 14:13,Deckow and Sons,97573
2347868990,4615,6-5-22 6:49,Rolfson and Sons,55661
5885466376,64291,10-10-22 5:30,Mante LLC,15703
1755544491,97419,5-15-22 5:21,"Mitchell, Murphy and Fritsch",24806
4906667511,95136,3-2-23 20:27,Wunsch and Sons,55443
5424778024,9612,12-27-22 18:29,Walter-Hintz,59578
9265049242,41248,3-17-22 11:11,"Marquardt, McKenzie and Grant",85833
3990143044,85520,6-8-22 22:25,"Donnelly, Tromp and Littel",1821
1119505551,34392,10-10-22 10:51,Bayer-Bartell,34818
4420221004,74064,8-28-22 16:55,Champlin-Baumbach,48085
3366794406,29167,11-11-22 3:35,Swaniawski-Jenkins,97481
4500895665,49818,3-5-22 0:49,"Wilderman, Bernier and Cummings",29430
2176755409,36275,7-1-22 8:44,Mann LLC,70761
584431609,52875,7-16-22 20:11,Dickinson Group,23808
5341837307,78533,1-1-23 12:23,"Wilkinson, Carroll and Fahey",6371
5481750698,47654,9-20-22 8:18,Pouros-Breitenberg,62426
1946593487,24647,1-25-23 2:45,Bode Group,370
8701950907,12037,1-8-23 0:29,Hermiston-Torp,5331
9301645556,75958,12-25-22 20:37,Gorczany Group,82047
7148217149,58374,7-6-22 20:02,Howe-Lockman,80269
4639534277,1935,4-4-22 21:37,"Dibbert, Klein and Schumm",27905
8764028090,82873,12-13-22 10:39,Kilback LLC,82135
6879441907,80162,5-14-22 6:27,Rodriguez-Mohr,43457
5013210615,75265,9-12-22 8:02,"Gerhold, Flatley and Dietrich",28437
7948219921,62966,12-28-22 15:48,Denesik-Huels,4021
695622999,38032,1-8-23 13:04,Kshlerin Inc,48814
7118979897,60371,7-20-22 19:04,Hegmann LLC,49709
1318152962,21172,1-4-23 22:26,Gutmann-Walsh,84016
7370085057,45689,9-30-22 12:09,"Abernathy, Flatley and Abshire",13587
2699580919,66579,2-17-23 15:21,Ziemann Group,99733
4639024073,48610,4-12-22 21:07,Herman LLC,74435
3428995054,6577,5-13-22 22:04,Koch-Hermiston,67945
9529002645,47740,6-9-22 18:03,"Bednar, O'Hara and Hahn",42751
5022532984,70983,9-2-22 7:14,Hackett-Rutherford,89863
7603364177,20249,7-3-22 13:29,"Barton, Rippin and Yost",72889
7276878523,26669,3-13-22 10:06,Veum Group,87969
1157338610,85614,10-11-22 10:32,"Ortiz, Lehner and Kuvalis",25727
3244404054,84503,3-22-22 1:23,Rowe Inc,5602
5350906333,68384,4-4-22 19:05,"Hickle, Sauer and Marks",60229
6254148674,43677,2-17-23 1:49,Wunsch-Corkery,63295
3963437312,39855,7-23-22 19:26,Herman-Donnelly,22155
7938860309,92697,2-7-23 1:50,Pfeffer-Zieme,10340
3780443556,83012,6-3-22 7:57,"Farrell, Barton and Stehr",85759
5984783006,80071,5-7-22 23:02,Veum LLC,61644
8035191266,87592,1-21-23 1:45,Green LLC,69124
8206885505,59063,12-13-22 1:44,"Legros, Conn and Pouros",8874
7881031906,63098,4-29-22 22:15,"Beer, Skiles and McKenzie",64245
564080119,15434,1-28-23 9:23,"Emmerich, Hodkiewicz and Legros",92937
1041029470,28449,1-31-23 17:29,Rohan-Huel,64766
9259023806,4504,9-15-22 8:43,Lynch and Sons,60411
8059942125,41194,4-5-22 23:45,Graham-Hessel,62616
9596431532,25347,9-26-22 10:21,Kassulke LLC,4681
9572273206,95285,8-1-22 5:22,"Gleichner, Flatley and Lang",58777
1853082296,18543,9-25-22 6:59,Heller and Sons,33745
9332939107,27833,12-15-22 6:02,Kuvalis Group,90069
1812356463,308,2-24-23 5:40,Towne-Yundt,69094
7270891611,57452,4-24-22 4:11,West Group,53249
7852938779,89276,5-3-22 12:38,Von-Mertz,12325
8752880691,7432,11-22-22 20:05,Nolan Inc,73254
7459110951,16079,10-17-22 17:06,Howell LLC,11117
388378158,63610,9-14-22 13:10,"Reichel, Ziemann and Feil",26885
6951623142,66226,2-4-23 0:35,Jones-Carroll,89638
4431010588,14429,8-9-22 2:11,"Rempel, Adams and Bogan",63728
5986673617,43710,3-14-22 22:03,"Connelly, Hodkiewicz and Trantow",55297
7489263753,99786,12-12-22 21:36,Larson-Beier,3237
269656421,60221,8-20-22 14:54,Tillman and Sons,75257
7846685821,714,1-30-23 7:45,Auer Group,77915
2307462622,23988,8-27-22 10:31,Flatley Inc,28385
7443405033,28759,12-29-22 11:39,Pfeffer LLC,62930
9289806317,82203,1-2-23 10:33,Hintz-Cartwright,90569
5936104751,36826,6-5-22 16:19,Hamill Group,41144
2041845360,85582,7-12-22 2:40,"Altenwerth, Hauck and O'Reilly",23667
9399849097,65291,1-24-23 14:55,Schmeler LLC,65584
7300199976,68676,6-28-22 19:03,"Nolan, Rutherford and Weissnat",31843
2196475541,7617,3-20-22 11:01,Bauch Inc,79446
4070096391,654,5-20-22 4:48,Kub-Barton,34894
2459473205,20569,1-5-23 9:24,"Schuster, White and Hodkiewicz",964
7868198881,8337,3-6-22 13:25,Huel Inc,16065
641454174,7892,4-18-22 0:55,Romaguera Inc,77263
681071059,36999,9-4-22 13:23,Walter and Sons,99287
811837049,34780,2-22-23 9:14,Ortiz-Rau,91366
7337654112,42526,7-29-22 2:07,"Tremblay, Zulauf and Beatty",99841
734694324,27389,2-2-23 23:59,"Bayer, Blick and Hyatt",79325
5580002986,53226,10-29-22 4:19,Hammes-Adams,18911
2650653962,5197,9-20-22 16:39,"Maggio, Brown and Mitchell",20699
7533139925,31869,10-21-22 23:02,Morar and Sons,42678
1029623743,11831,8-5-22 8:24,Tremblay-Upton,35549
1054415352,37652,10-19-22 18:51,Larson-Jerde,4274
9264319466,52313,10-17-22 5:23,Botsford-Mertz,1653
3641863283,59471,1-26-23 1:53,"Spencer, McGlynn and McGlynn",10251
4913082127,91245,3-22-22 6:59,Schaefer-Harris,71050
7112786990,71094,8-15-22 19:40,Swaniawski-Gibson,19718
8238113050,67325,9-11-22 6:00,Kohler-Waelchi,44475
7078153850,25592,8-9-22 15:15,"Crist, Tromp and Padberg",47089
6167230020,85218,5-9-22 15:00,Schultz Inc,17573
8706179539,91902,6-2-22 1:30,Bradtke-Cassin,1014
481403068,54071,5-17-22 18:56,Bruen Inc,26563
6136598338,649,7-24-22 19:45,Runolfsson-Hirthe,59015
4291064776,88789,7-24-22 19:16,"Gutmann, Rempel and Stiedemann",84295
1303222745,31701,8-16-22 23:16,Mraz LLC,89489
463972671,41308,9-13-22 9:04,"Nolan, Koch and Bashirian",42117
7774984320,85397,6-19-22 16:29,"Jerde, Casper and Larkin",80525
5741191191,60089,3-16-22 7:33,"Hintz, Renner and Dare",73401
7573590575,24332,3-13-22 13:48,Kassulke LLC,34429
6602402463,65087,4-27-22 5:19,"Walter, Lubowitz and Beahan",18403
8954206845,8337,8-20-22 3:09,"Connelly, Boyer and Reinger",41319
5985621327,27858,7-23-22 6:32,"Swift, Lowe and Considine",10909
8808054236,41248,11-2-22 19:16,Abernathy-Kuvalis,97476
7521989823,12883,8-15-22 17:32,"McClure, Crona and Kautzer",26664
6565504412,88782,12-17-22 4:43,Hayes Group,48108
7343057327,23181,8-27-22 10:46,Windler-Schuster,30244
8447340793,80071,3-15-22 8:37,Mayer Group,21686
4510879450,85218,3-3-22 1:13,Heaney Inc,61551
2382581787,13655,10-9-22 10:18,Jenkins-Hammes,94563
451645759,10206,4-20-22 9:57,"Larkin, Glover and Sipes",27530
2914421769,52875,9-30-22 2:29,Daugherty-Hintz,84859
7474092471,63610,9-15-22 10:09,Ryan-Bergstrom,28201
835024484,75265,4-12-22 8:03,Bergstrom Inc,78136
2915355352,15434,11-16-22 11:42,Murray Group,39585
7413759516,80370,1-29-23 15:13,"Nader, Daniel and Leannon",40278
800220416,58374,8-24-22 17:08,Runolfsson Inc,26529
5437810187,1935,1-9-23 3:44,"Champlin, Schoen and Schmidt",36226
3892033781,56925,3-13-22 16:24,"Carter, Hoeger and Lockman",4406
1123191396,79424,2-4-23 16:49,"Bernhard, Mitchell and Hessel",92358
875784115,56510,3-31-22 7:09,McGlynn-Doyle,6729
1292748206,50911,3-10-22 13:14,Cruickshank-Parisian,67527
5080027593,65024,9-13-22 0:47,Schroeder-Kohler,6142
7896366025,17932,8-5-22 13:06,Will-Kozey,16089
6596938942,80162,6-10-22 8:50,Koss-Botsford,63454
9891648112,60089,1-4-23 8:06,Fisher Inc,80100
1442719529,58374,4-17-22 0:21,"Zemlak, Kerluke and Ernser",2162
2284059913,31701,10-23-22 9:26,Hamill Group,88839
3920222588,16531,7-29-22 19:02,"Veum, Pfannerstill and Cummerata",32689
8322894579,94619,9-6-22 13:03,Lubowitz-Veum,13215
9633413444,37652,2-22-23 23:15,Harber LLC,1653
6838311598,94141,2-13-23 19:09,Durgan LLC,66191
9289586940,67325,1-27-23 9:22,Zieme-Windler,98641
4422920635,84822,5-8-22 18:31,Swaniawski and Sons,84016
6570360617,49818,4-17-22 11:12,"Bayer, Block and Lehner",64245
4589485154,80949,7-30-22 12:01,Gutkowski-Kuhlman,79325
8933167415,65291,4-5-22 19:56,Bechtelar-Gulgowski,67945
7087671335,68676,10-6-22 0:50,"Wintheiser, Larson and Mayer",18911
9097877917,88977,11-6-22 0:50,Beer Group,75390
3588413301,23988,5-11-22 19:40,Spinka-Stoltenberg,94563
8451194441,42526,11-1-22 18:07,"Kihn, Walter and Gleason",31843
6263650053,72534,10-24-22 8:47,Armstrong LLC,82697
1436417839,24332,6-25-22 17:12,"Jones, Kunze and Boyle",55443
9288167529,60997,2-19-23 2:50,Bailey-Marks,64766
8531360948,48057,5-11-22 11:14,Muller-Leannon,89863
8663930002,78620,2-24-23 10:43,Sanford-Raynor,91366
3195414707,19648,1-29-23 16:10,Beahan and Sons,11019
516244427,40034,7-27-22 17:56,Botsford-Wisozk,36126
694348202,15795,6-17-22 18:02,Bernhard Inc,73401
9722778320,78533,9-16-22 9:38,"Marks, Hyatt and Parisian",10909
1086242308,14071,7-26-22 12:21,Wisoky-Williamson,92937
5422159199,59922,3-9-22 22:12,"Metz, Glover and Fadel",4021
4595222393,32763,8-7-22 11:34,Wilkinson and Sons,34429
3904200075,78401,5-17-22 10:46,Goldner-Hettinger,36084
7720672377,7617,5-7-22 22:24,"Kassulke, Abbott and Hickle",59428
5780495773,83012,8-21-22 9:09,Stracke and Sons,10340
3925150936,19971,8-24-22 16:13,Rempel Inc,84295
5844640144,96039,7-25-22 8:13,"Kohler, Abernathy and Heidenreich",21686
7345746033,32386,11-11-22 19:53,Rath-Daniel,82047
5951432612,12037,7-9-22 22:48,"Lindgren, Rau and Quitzon",33745
2415106997,12312,8-12-22 22:08,Leuschke-Balistreri,73254
3649163647,20197,2-25-23 12:55,McDermott-Beatty,12325
8143274977,90284,6-7-22 22:00,Stoltenberg-Dibbert,75257
6190635301,92068,7-25-22 17:34,Stamm-Wilderman,6142
7382567660,92170,5-19-22 5:44,"Schamberger, Dach and Reinger",63295
9397607096,81438,10-14-22 19:14,Morissette-Kovacek,81762
3954006000,39728,12-16-22 15:07,"Grant, Brown and Beier",46373
1665823816,34780,6-7-22 13:54,Flatley and Sons,84799
8524385338,49160,2-6-23 4:14,Yundt-Franecki,48085
1134174542,94692,10-10-22 5:33,Beer and Sons,99733
6060181949,95136,12-8-22 9:17,Marks-Keeling,28385
1412500710,57032,7-17-22 18:34,Casper-Braun,90069
1378299672,82873,6-23-22 23:37,Moen-Turner,16630
5235583041,23208,1-2-23 0:49,Wolff-Leffler,16065
7148641707,80856,7-19-22 0:11,"Heathcote, Schroeder and Schneider",41144
2135510861,87712,5-4-22 13:44,"Rice, Walker and Schultz",25727
9029788404,55671,5-12-22 10:40,Dicki-Douglas,26529
8178798678,60875,4-1-22 5:49,"Rutherford, Tremblay and Jenkins",26563
8083233538,379,3-7-22 11:20,Schowalter-Schmeler,19718
1805018218,70489,12-3-22 2:00,Upton-Harvey,42751
1015334019,4342,2-22-23 12:14,Schuster-Schmidt,11117
2329096834,70377,5-2-22 0:24,"Nitzsche, Dooley and Torp",1660
5780995425,43710,10-20-22 3:52,Hamill-Denesik,33748
8512787218,5187,9-16-22 6:07,"Brown, Klocko and Mertz",23716
2160936560,85582,3-6-22 7:32,"Wiza, Schmidt and Christiansen",22155
3646401411,99959,9-17-22 1:25,"Jakubowski, Oberbrunner and O'Keefe",48814
763432610,21172,1-10-23 7:46,Boyer-Hirthe,85833
9257331625,76181,5-30-22 0:02,Harvey Group,48108
5597023645,16662,12-1-22 0:08,Cormier-Klein,35549
5164766515,54266,6-17-22 14:19,"Price, Hand and O'Keefe",34818
7900427777,92697,7-10-22 16:56,Farrell and Sons,28201
5405756208,907,10-14-22 13:37,Kutch-Turner,50627
4205410222,74064,7-6-22 17:36,Wisozk and Sons,16069
1098218362,20569,11-21-22 18:12,Hoeger-Kessler,11407
7950801035,29493,10-1-22 21:10,Pouros-Schneider,17175
2281314709,88500,1-23-23 9:40,Schiller and Sons,61551
8036670640,95734,1-10-23 6:59,Ruecker LLC,73545
9840693581,72882,9-6-22 20:54,Farrell-Greenfelder,70590
8589754551,3329,2-13-23 12:22,Huel LLC,80525
8130307854,15654,5-15-22 18:37,Ebert-Goyette,58937
867613593,14292,5-17-22 15:18,"Hoppe, Howe and McKenzie",72889
4045874713,83445,11-27-22 4:23,"Collier, Ratke and Braun",28437
5217273229,52526,9-14-22 5:28,"Heaney, Kiehn and Schuppe",1014
2919058999,92981,1-5-23 11:26,Kris Group,26948
667839327,33068,8-5-22 6:59,Jenkins Group,74881
6597476646,51178,12-28-22 15:27,Mraz LLC,1821
5995220642,22436,7-27-22 3:09,"Windler, Maggio and Brekke",7081
6880000002,32944,8-18-22 5:11,Ernser Group,8874
2150432735,43466,7-27-22 5:09,"Sauer, Kuhic and Kuvalis",63454
9592163913,27389,4-20-22 18:03,Pfeffer-MacGyver,67675
425053742,79545,7-5-22 3:43,"Crona, Pfannerstill and Dach",85575
4055310839,95285,3-22-22 4:09,Sawayn-Leuschke,37252
5594400411,51392,7-24-22 9:01,Kuphal Group,13587
6688633990,18704,8-4-22 11:34,"Purdy, Rippin and Wiza",27530
5806687486,41031,7-5-22 4:47,"Homenick, Sporer and Gerhold",90886
7225227555,85943,2-15-23 12:41,"Roberts, Reynolds and Bosco",22292
5924789920,82544,12-16-22 16:25,Reichel-Kertzmann,30244
6550243285,28449,12-9-22 16:47,Lubowitz-Wisozk,15703
9115434120,59471,10-25-22 19:08,Hegmann Group,964
8962396479,59063,12-23-22 12:15,Beer-Metz,40278
9436219762,993,10-30-22 2:07,"Brown, Torphy and Bode",41319
9229863984,84066,4-23-22 20:07,"Williamson, Adams and Fritsch",90374
4870375060,45089,11-8-22 8:11,O'Reilly-Oberbrunner,370
9183159473,99835,9-26-22 1:26,Crist-Jenkins,23808
4849356429,43880,8-30-22 18:47,"Walsh, Keeling and Jerde",26664
2833364495,15583,8-14-22 15:07,Watsica-Reichert,62930
5757431004,62966,2-1-23 8:01,Botsford-Rowe,4681
7558239779,9679,3-12-22 5:12,Langworth-Kshlerin,79446
5781247028,20722,11-21-22 14:27,Bergstrom Group,84859
2308396276,26669,4-7-22 19:19,"Pagac, Ruecker and Pacocha",92358
3395127256,90222,2-18-23 19:12,"Bashirian, Schaden and Heidenreich",88839
6636688417,52421,11-24-22 18:31,Miller Group,80269
1489023501,4504,10-17-22 12:51,"Corwin, Feeney and Gerlach",61953
6922805920,23448,6-8-22 14:01,Mills-Bradtke,65584
498184585,17215,3-3-22 18:01,"Schmidt, Oberbrunner and Tillman",60229
5146999848,75958,12-16-22 1:02,"Schiller, Bartoletti and Tremblay",63728
4496635109,57452,8-18-22 19:48,"Kunde, Mertz and Hauck",34894
5162541873,34900,8-3-22 8:15,Bogisich Group,97481
9329815672,76176,4-1-22 18:36,Mertz Group,26580
7725493598,85520,4-26-22 10:51,"Gottlieb, Torp and Kozey",55297
9778047649,77244,9-10-22 4:35,"Gislason, Collier and Cassin",52202
8033127012,5197,7-29-22 16:03,Bergnaum-Strosin,62426
6466037368,84758,6-25-22 6:07,Hilll LLC,42678
8509989814,71094,7-2-22 21:44,"Kiehn, Bechtelar and MacGyver",96820
308755727,3196,2-12-23 21:05,"Bechtelar, Ankunding and Zemlak",58777
5079880019,84503,1-10-23 4:59,Cartwright-Kessler,18325
11351954,63869,11-9-22 3:24,Mertz-Hudson,73935
6496532605,15058,5-1-22 15:27,Bartell and Sons,59144
8884126688,43677,2-16-23 14:50,Schamberger-Nienow,74435
5553090168,91245,10-18-22 8:21,Greenfelder-Labadie,47840
6057241004,76207,1-12-23 6:06,Windler LLC,97573
4362429142,91646,5-9-22 9:51,Pfeffer-Morissette,26885
5158009450,9612,12-11-22 2:08,Hagenes and Sons,67527
6726542106,27981,4-25-22 23:38,Walker Group,49709
2419741167,97199,1-7-23 18:09,Buckridge LLC,5331
2137136472,51004,6-18-22 19:04,"Cremin, Leannon and Schamberger",25689
5728525938,72070,3-31-22 5:21,Bergstrom-Yost,59015
2116941694,81203,1-27-23 4:32,Wilkinson-White,85759
6877245120,64348,7-23-22 6:58,Lubowitz-Cartwright,89489
9832870276,49325,10-23-22 8:42,Okuneva-Spencer,55661
8690944747,29630,6-20-22 18:14,Bins Inc,62616
9783055960,18543,2-9-23 14:33,"Haag, Schumm and Cormier",60411
9541684858,12674,9-28-22 22:38,Wintheiser LLC,52650
3939233687,64291,11-22-22 10:54,Grimes-Fisher,6371
8715353881,42141,8-7-22 3:10,Stracke-Strosin,14728
8513943729,85698,5-18-22 5:41,Mante Group,84444
1366424456,68205,9-6-22 8:06,Schuppe-Yundt,15870
3086462477,49754,6-27-22 23:29,Waelchi LLC,35625
2887388173,11345,4-16-22 18:01,Ward and Sons,44475
6752656296,68384,8-7-22 4:15,Cole-Leffler,70761
857522674,43213,8-6-22 16:28,Jacobi-Friesen,42117
5898102876,18811,12-14-22 0:34,"Casper, Waters and Stiedemann",6729
8857314649,65150,3-4-22 0:01,"Braun, Hauck and Ebert",99746
1927997321,88789,2-12-23 0:47,"Okuneva, Cole and O'Conner",89638
6177899013,3232,10-5-22 3:33,"Schumm, Kemmer and Gulgowski",80100
3065053845,4023,11-30-22 15:35,Christiansen LLC,64201
4972402798,81370,8-9-22 15:23,Tromp-Stracke,48215
9025232367,16233,12-7-22 10:32,Hahn Group,55562
7012145860,70983,3-24-22 22:57,Balistreri-D'Amore,65602
5963251313,25592,1-9-23 19:22,"Halvorson, Harris and Ratke",10251
9743239478,28421,7-12-22 8:57,"Gusikowski, Kub and Bernhard",78136
1245389568,6577,5-1-22 0:24,Gusikowski-Tremblay,83277
981934851,58734,6-16-22 17:56,"Schowalter, Hilpert and Homenick",71050
9790402865,70040,12-10-22 15:55,O'Reilly LLC,97476
905144086,7926,10-8-22 13:18,Bode-Jones,40740
3237819773,51987,8-23-22 18:47,Lang Group,69094
6529148383,60221,5-18-22 1:52,"Mosciski, Jacobson and Goodwin",70778
4304467037,10917,8-31-22 7:48,Purdy LLC,99287
7886243932,24348,1-27-23 3:11,"Wunsch, Buckridge and Glover",9735
8702055507,24981,5-1-22 8:25,Brown-Ryan,29838
5540725607,33192,11-19-22 8:47,Bogan and Sons,5602
746368097,73355,7-16-22 20:03,"MacGyver, Kunde and Rempel",18403
4673692500,4615,5-14-22 8:00,Gerhold-Kuhlman,3237
8283633852,9795,11-16-22 16:18,"Buckridge, Connelly and Sanford",99841
9771503320,29167,10-19-22 3:19,Sipes-Gorczany,69124
7222792489,20547,2-15-23 8:04,Hintz-Kling,89249
4802987957,58989,9-12-22 5:34,"Kerluke, Goyette and Cronin",77915
44305337,14328,2-22-23 22:46,Mueller-Kling,27905
3469598877,88509,10-9-22 3:50,Beier-Watsica,77263
6290432315,58321,3-14-22 2:27,"Hartmann, Watsica and Braun",2162
1512899989,3958,7-27-22 18:21,"Bauch, Medhurst and Swift",16089
1883462944,714,10-2-22 0:06,"Morissette, Block and Pouros",50043
6044852044,43026,1-22-23 22:40,"Douglas, Ritchie and Jacobi",82135
9806221178,37406,5-29-22 3:01,Bradtke and Sons,17573
7889235776,99035,8-4-22 12:21,Cormier LLC,39585
6543103992,87121,12-31-22 20:26,Reichel Group,3887
6035493553,57100,12-7-22 3:17,Daniel-Watsica,47089
9662872142,87592,5-25-22 20:29,Renner-Pacocha,61644
5196350755,85614,9-28-22 21:49,Tremblay Group,2351
1696920351,7432,5-12-22 7:32,Lind Inc,49492
370809158,52313,1-11-23 17:01,"Heidenreich, Nitzsche and Kutch",36226
